id,name,end_page,section_id,level_id,created_at,updated_at,writer,publisher,start_page,link,brief,language_id,type_id
468,الأمم المتحدة مقدمة قصيرة جدا,162,7,2,11/28/2022 2:09,4/15/2023 20:59,يوزي إن هانيماكي,مؤسسة هنداوي,1,https://www.osboha180.com/evaluation/books/678b.pdf,في صيف عام ١٩٤٥، قطعت الدول المؤسِّسة للأمم المتحدة على نفسها عهدًا بأن تجعل العالم مكانًا أفضل. فهل استطاعت الأمم المتحدة تحقيق كل أهدافها النبيلة، أو بعضها، أو أيها، على امتداد نحو ستة عقود؟ هذا هو السؤال الذي يدور حوله هذا الكتاب. يهدف هذا الكتاب إلى تقييم نجاحات الأمم المتحدة وإخفاقاتها كحارس للسلم والأمن الدوليين، وراعٍ لحقوق الإنسان، وحامٍ للقانون الدولي، ومهندس لعملية التقدم الاقتصادي والاجتماعي. وخلال ذلك، يسبر الكتاب أغوار هيكل الأمم المتحدة وعملياتها في شتى أنحاء العالم.,1,1
469,كراهية الديموقراطية,127,7,2,11/28/2022 2:09,4/15/2023 21:01,جاك رانسيير,دار التنوير,1,https://www.osboha180.com/evaluation/books/679b.pdf,"تقرأ هنا درسًا في السياسة، ودرسًا في الفلسفة، ودرسًا في الكتابة. يقدمها جاك رانسيير الذي يعتبر واحدًا من أهم المفكرين في عصرنا. في كتابه هذا، وبعد أن يطرح التساؤل الكبير: ما هي الديموقراطية؟ يناقش رانسيير كيف أن الغرب لم يعد من حقه أن يتغنى بأمجاد وفضائل الديمواقراطية بعد أن انكشف تناقضها مع ويلات الاستبداد الشمولي الذي يمارسه، وبعد أن رأينا أن هذه الديموقراطيات الغربية تعمل على نشر ديموقراطيتها بقوة السلاح. يشرح رانسيير – وبعمق - كيف أن الحكومات تكره الديموقراطية وتخافها بقدر ما تعلن تبنيها الزائف لها. يقول: ""ليست الديموقراطية شكلاً للحكم ولا شكلاً للمجتمع، وتتطلَّب ممارستها أن تتبلور، خلال الصراع من أجل تحرير المجال العام، مؤسساتٌ مستقلة، وقوانين تنظم عملها، وثقافة يتصرف وفقها الأفراد. ولا يمكن، في غياب كل هذا، تلخيصها في صندوق الاقتراع""",1,1
470,قراءات معرفية في الفكر الأصولي,179,2,2,11/28/2022 2:09,4/5/2023 1:07,مصطفى قطب سانو,وزارة الأوقاف والشؤون الإسلامية - الكويت,1,https://www.osboha180.com/evaluation/books/680b.pdf,التّاريخ الكامل لعلم الأصول والمناهج وأهمّ المحطّات التي مرّ بها والظّروف والأحوال الفكريّة والسياسيّة والإجتماعية التي أثّرت على الأفكار والمنهجيّات وصولا إلى الوقت المعاصر ومحاولة التّجديد فيه بطريقة علميّة محضة.,1,1
471,الأسلحة النووية مقدمة قصيرة جدا,148,11,2,11/28/2022 2:09,4/4/2023 7:08,جوزيف إم سيراكوسا,مؤسسة هنداوي للتعليم والثقافة,1,https://www.osboha180.com/evaluation/books/681b.pdf,لا تزال الأسلحة النووية تُمثِّل التهديد الأكبر الذي يُواجِه البشرية في القرن الحادي والعشرين، رغم عدم استخدامها في الحروب مرة أخرى منذ قصف هيروشيما وناجازاكي. وحتى مع انتهاء الحرب الباردة، ورغم الجهود الدولية التي ترمي إلى القضاء على الأسلحة النووية، فإن هذه الأسلحة تبدو جزءًا راسخًا من واقعنا اليوم. ويُوضِّح هذا الكتابُ من سلسلة «مقدمة قصيرة جدًّا» أسبابَ ذلك، ويَعْرِض تاريخَ الأسلحة النووية والسياسات التي تمخَّضَتْ عنها في ظلِّ المشهد العالمي المتغيِّر. ونظرًا لأنه يستكشف موضوعات عدَّة، بدءًا من المراحل المبكرة لتطوير الأسلحة النووية، مرورًا بالحرب الباردة، ووصولًا إلى الجدال القائم اليوم حول منظومة الدرع الصاروخي الأمريكي، وتهديد استخدام الأسلحة النووية في الأعمال الإرهابية، فإن هذا الكتاب يُمثِّل مقدمة شاملة ويسيرة لا تخلو من الإثارة للسلاح الأكثر فتكًا في تاريخ البشرية.,1,1
472,علم النفس العسكري,366,11,3,11/28/2022 2:09,4/4/2023 7:19,د. فخري الدباغ / د. قيس عبد الفتاح مهدي,مطبعة جامعة بغداد,1,https://www.osboha180.com/evaluation/books/682b.pdf,هذا الكتاب من اوائل الكتب المختصة في مجال علوم النفس العسكرية وباللغة العربية وكان قد تم تأليفه بسبب ظروف الحرب العراقية - الايرانية ومانتج عنها من ظروف نفسية انعكست على الضباط والمقاتلين ، كما وضع الكتاب خطة عمل للاختبارات النفسية التي يمكن الاستفادة منها في اختيار الضباط للصنوف المختلفة في الجيوش .ويعتبر الكتاب نادر جدا لانه لم يتم توزيعه على المكتبات العامة,1,1
473,كتاب الانسان المهدور دراسة تحليلية نفسية إجتماعية.,352,4,2,11/28/2022 2:09,4/19/2023 16:43,مصطفى حجازي,المركز الثقافي العربي,1,https://www.osboha180.com/evaluation/books/683b.pdf,"يختار حجازي الإنسان العربي ليقدم عينة درسية تطبيقية لمفهوم الإنسان المهدور. ويرى بهذا الصدد أن علم النفس في الوطن العربي مقصر جدا في تناول كثير من قضايا الإنسان العربي المصيرية والوجودية. وذلك لأسباب عديدة منها أننا مازلنا تابعين ""لعلم النفس الغربي الذي نشأ وتطوّر لخدمة احتياجات المجتمع الصناعي في الغرب تحديداً"". وهناك سبب مهم آخر يتمثل في ""تعاظم نظام المحظورات الذي ما انفكّ يتفاقم في عالمنا العربي"" حيث يحرم على الباحثين الخوض في تفاصيل تعتبر ممنوعة على التفكير الحرّ نظرا لما تشكله من خطورة على فضح النظام السياسي العربي.""، يعود د. مصطفى حجازي بعد سنوات على إصدار كتابه القديم والمشهور ""التخلف الاجتماعي: مدخل الى سيكولوجية الإنسان المقهور""، يعود الآن ليواصل مشروعه في تفكيك مفهوم جديد هو الانسان المهدور. وبين الإنسان ""المقهور"" و""المهدور"" ليس هناك فقط جناسٌ لفظي بلاغيّ، بل هناك جناسٌ دلاليّ سيكتشفه القارىء لفصول الكتاب التي بلغت تسعة فصول ومقدمة. إن الهدر يبدأ من هدر الدم إلى هدر الوقت مرورا بهدر الفكر والوعي والإبداع، ""وقد يتخذ الهدر شكل عدم الاعتراف بالطاقات والكفاءات أو الحق في تقرير المصير والإرادة الحرة وحتى الحق بالوعي بالذات والوجود"" (ص 28). لذلك يعتبر حجازي أن الهدر أكثر خطورة من القهر. فبينما يعني القهر مثلاً اعترافاً بكيان الآخر، وإن اعترافاً مشروطا بأن يبقى الآخر ضمن خضوعه لي وملكيتي، ولكن الهدر يرتب ""سَحباً للاعتراف أصلاً بقيمة الكيان أو الطاقات أو الوعي أو المكانة"" (ص 29). ويمكن طرح مثال على ذلك ""العولمة"" التي تهدر معنى الانتماء للقومية باعتبارها تسلخ الهويات وتلحق الجميع باقتصاد السوق ومفهومه بدلا من اقتصاد المجتمع المحلي والوطن.",1,1
475,صراع الدببة والثيران,243,10,3,11/28/2022 2:09,4/21/2023 0:15,طارق الماضي,مكتبة الملك الفهد الوطنية,1,https://books-library.net/free-1164974657-download?fbclid=IwAR3_Vn8Ljv7ouJxKqebc_avcgsEkoZsgjuh_p5_VD5jpFLi3r1tuhXa0TZ8#google_vignette,"لماذا العنوان "" صراع الدببة والثيران"" ؟ ، هذا المصطلح استوحاه الكاتب الاسباني ""دون جوزية دي لافيجا "" في سنه 1688 م لوصف التناحرين في أسواق المال فكان بالتالي أول من استخدم هذا الوصف لكي يعبر به عن الطرفين ( المشترين والبائعين ) اللذين لا يكفان عن التناطح لفرض ارادتيهما على السوق وتحديد اتجاه الاسعار . هذا الكتاب يحاول القياس و الوصف بدقة لهذه المعارك بين "" المشترين والبائعين "" في اسواق المال ومن خلال استخدام نموذج سوق المال السعودي عبر عشر سنوات كاملة ، من خلال تجارب تداول فعلية للمؤلف وبعض اشهر مضاربين السوق والمستثمرين فيها خلال تلك الفترة.",1,1
476,التبعية الاقتصادية في الدول العربية و علاجها في الاقتصاد الإسلامي.,405,10,2,11/28/2022 2:09,4/21/2023 0:00,عمر بن فيحان المرزوقي,مكتبة الرشد,1,https://www.osboha180.com/evaluation/books/686b.pdf,من أبرز صور التبعية الاقتصادية التي تربط الاقتصاد العربي بالاقتصاد الرأسمالي التبعية التجارية والتقنية، حيث اتسمت التجارة الخارجية العربية بتركزها السلعي الواضح في عدد محدود من السلع الأولية في جانب الصادرات، وبتنوعها المفرط في جانب الواردات، وتركزها الجغرافي مع الدول الرأسمالية، وتدهور شروط تبادلها التجاري، حيث تتزايد باستمرار أسعار السلع الصناعية التي تستوردها مقابل تراخي قيمة صادراتها.,1,1
477,مشروع الابن البطل,184,3,2,11/28/2022 2:09,4/5/2023 22:45,رضا المصري,دار الفضيلة,1,https://www.osboha180.com/rack/bookDesc?id=678,"مشروع الابن البطل"" هو أحد سلسلة كتب للكاتب ""رضا المصرى"" تهتم بتوجيه الآباء إلى الأساليب العلمية الصحيحة لتربية أولادهم فى شتى مراحل نموهم لكى يشبوا أصحاء نفسياً واجتماعياً وعقلياً ، هذا الكتاب يُعْنى بتوجيه الأسرة لتربية طفل صحيح جسديا، نفسيا، وعقليا، ضمن الإطار الإسلامي المنضبط والصحيح من الجانب الصحي والجسدي للأطفال، فيتحدث عن الغذاء السليم، والرياضة والنوم، بالإضافة إلى ربط هذه الأفكار بأدلة من القرآن والسنة.",1,1
478,كيف ربى المسلمون أبنائهم.,340,3,2,11/28/2022 2:09,4/5/2023 22:41,محمّد شعبان أيّوب,مؤسسة اقرأ,1,https://www.osboha180.com/rack/bookDesc?id=679,"يهتمّ الكتاب بالتّطوّر الحضاريّ لتاريخ التّربية الإسلاميّة، ويُعنى بالظّاهرة الحضاريّة التّاريخيّة في ظلِّ النّسق الإسلاميّ، وكيف طورّت الحضارة الإسلاميّة مفاهيم التّربية من حيث مدارسها ومعاهدها منذُ بداية الخلافة الإسلاميّة بما فيها الفترة الأمويّة والعباسيّة وغيرها...
حتّى باتتْ تلكَ الأساليب أنموذجاً يُحتذى به على مرِّ العصور",1,1
479,التنبؤ الوراثي,295,8,2,11/28/2022 2:09,4/4/2023 16:12,زولت هارسنياي,المجلس الوطني للثقافة والفنون والآداب - الكويت,1,https://www.osboha180.com/rack/bookDesc?id=680,استطاع الكاتب أن يوضح للقارئ الكثير من الإجابات التى تفسر الكثير من التساؤلات التى تدور في عقل القارئ وتشغل تفكيره ، حيث أن كتاب التنبؤ الوراثي من الكتب العلمية المميزة التى يبحث عنها الكثير من الأشخاص ، وهذا لأن هذا الكتاب يحمل الكثير من المفاهيم والمصطلحات الخاصة بعلم التنبؤ الوراثي . التنبؤ الوراثي وهذا المجال الذى اثار إنتباه الكثير من العلماء والبراء المتخصصين في هذا المجال ولذلك أصبح هذا المجال من الماور الأساسية للكثير من الدراسات والتجارب العلمية التى حققت نتاج مذهلة في هذا الموضوع ، حيث كشفت تلك الدراسات ما يخص بمجال التنبؤ الوراثي والمفاهيم والمعاني الخاصة به ..,1,1
480,موجز تاريخ كل شيء تقريبا,592,8,2,11/28/2022 2:09,4/4/2023 16:15,بيل برايسون,العبيكان للنشر,1,https://www.osboha180.com/rack/bookDesc?id=681,"يصف المؤلف بيل برايسون نفسه بأنه الرحالة المتردد، ولكن حتى حين يبقى آمناً في المنزل فإنه لا يستطيع أن يوقف فضوله حيال العالم الذي حوله.إن كتاب ""موجز تاريخ كل شيء تقريباً"" هو بحث هدفه فهم كل شيء سبق أن حدث منذ الإنفجار الكبير حتى نشوء الحضارة؛ كيف أتينا من العدم، إلى هنا، حيث صرنا ما نحن عليه؛ إنه رحلة تنويرية لإكتشاف العالم، إنه يتعدى حدود الزمان والمكان، بحيث تكون الصورة متكاملة أكثر من ذي قبل. ويجدر الإشارة أن هذا الكتاب قد حاز على جائزة أفينتس Avents للكتب العلمية لعام 2004..",1,1
481,الغرباء الأولون,257,9,2,11/28/2022 2:09,4/27/2023 22:12,سليمان فهد العودة,دار ابن الجوزي,1,https://www.osboha180.com/rack/bookDesc?id=682,"كتاب يتحدث عن الغربة ، غُربة الإسلام و المسلم من منطلق حديث النبي
"" بدأ الإسلام غريباً ، و سيعود غريباً كما بدأ ، فطوبى للغرباء ""
و يستعرض لوزامها و خصائصها و مقتضياتها و أحكامها ليكون العمل فيها تأسياً بالغرباء الأوائل أي النبي صلى الله عليه و سلم و صحبه .
و هو أولى الرسائل في سلسلة رسائل الغرباء ، و الرسالة الثاني هي : [صفة الغرباء] ، و الثالثة [ من وسائل دفع الغربة ]، و الرابعة [العزلة و الخلطة]",1,1
482,السيرة المستنيرة,677,9,2,11/28/2022 2:09,4/28/2023 0:10,محمد سعيد بكر,جمعية المحافظة على القرآن,1,https://www.osboha180.com/rack/bookDesc?id=683,تناول مفهوم السيرة النبوية، ومراحل تدوينها وأبرز مراجعها، وتطرق إلى مكة المكرمة قبل الإسلام، والنسب النبوي، و إرهاصات النبوّة، والدعوة السرية والجهرية،. والهجرة إلى الحبشة وعام الحزن، ورحلة الطائف، و الإسراء والمعراج، وبيعتا العقبة، والهجرة إلى المدينة المنورة، وختم بملاحق هامة,1,1
484,فصول في الثقافة و الأدب,320,6,1,11/28/2022 2:09,4/3/2023 1:37,علي الطنطاوي,دار المنارة,1,https://www.osboha180.com/evaluation/books/694b.pdf,يعتبر من أجمل ما ألّف الشيخ علي الطّنطاوي رحمه اللّه،   الكتاب يحتوي مجموعة من المقالات والآراء الشّخصيّة للكاتب، جمعها حفيده في كتابٍ واحدٍ لما فيها من فوائد للقارئ والمكتبة الإنسانيّة عامّة.,1,1
486,مأساة سياسة القوى العظمى,657,7,3,11/28/2022 2:09,4/18/2023 6:03,جون ميرشايمر,النشر العلمي والمطابع,1,https://www.osboha180.com/evaluation/books/696b.pdf,"قدم الكتاب نظرية بنيوية للسياسة الدولية أطلق عليها المؤلف اسم ""الواقعية الهجومية"". ترى الواقعية الهحومية أن القوى العظمى تهتم بالدرجة الأولى بالحفاظ على بقائها في عالم لا توجد فيه هيئة أعلى من الدول لحماية إحداها من الأخرى، ولذلك تدرك الدول أن القوة هي الأساس لبقائها. ولذلك تكون القوة وزيادتها هي الهدف الدائم للقوى العظمى والدول عموما، ولذلك أيضا لا توجد قوى الوضع الراهن في النظام الدولي إلا نادرا، وتتمثل فقط في الدولة المهيمنة الفعلية التي يكون من مصلحتها الحفاظ على الوضع الراهن. تقوم النظرية التي يقدمها الكتاب لتفسير سلوك القوى العظمى وتنافسها الدائم على القوة ونضالها من أجل الهيمنة على خمس فرضيات حول النظام الدولي، توجب على الدول أن تتصرف بطريقة عدوانية وتنافسية: (1) أن النظام الدولي فوضوي بسبب عدم وجود سلطة مركزية أعلى من الدول تجبرها على احترام القانون الدولي وتسهر على حماية حقوق الدول، كبيرها وصغيرها، (2) أن القوى العظمى تمتلك بطبيعة الحال قدرا من القدرة العسكرية الهجومية تمكِّنها من إلحاق الأذى أو حتى الدمار ببعضها البعض، (3) أن الدول لا يمكن أن تتيقن من نوايا الدول الأخرى أو أن تتأكد من أن الدول الأخرى لن تستخدم قدرتها العسكرية الهجومية لمهاجمتها، (4) أن البقاء هو الهدف النهائي للقوى العظمى، وتحديدا أن الدول تسعى للحفاظ على سلامة أراضيها واستقلال نظامها السياسي الداخلي، (5) أن القوى العظمى فاعل عقلاني يدرك بيئته الخارجية ويخطط استراتيجيا للبقاء فيها",1,1
488,بيزنطة و العالم الخارجي,313,5,2,11/28/2022 2:09,4/15/2023 17:05,طارق منصور,مصر العربية للنشر والتوزيع,1,https://www.osboha180.com/evaluation/books/698b.pdf,كتاب بيزنطة والعالم الخارجي البيزنطيون والعالم الإسلامي تأليف طارق منصور شهدت الدراسات البيزنطية طفرة ملحوظة خلال العقود الأخيرة من القرن العشرين، ويرجع ذلك فى المقام الأول إلى إقبال عدد كبير من الباحثين الأوروبيين والأمريكيين وكذلك الروس على التخصص فى هذا المجال وأصبح كل يوم يمر بظهور بحث أو كتاب جديد. ولم يعد التاريخ البيزنطى قاصرا على دراسة الأحداث السياسية والمعارك الحربية وعلى هذا النحو يقدم طارق منصور هذا الكتاب متناولا دراسة العلاقة بين البيزنطيين والعالم الإسلامى,1,1
490,العسكرية الإسلامية فى العصور الوسطى حطين وعين جالوت,135,11,2,11/28/2022 2:09,4/4/2023 7:05,قاسم محمد صالح,مديرية المكتبات والوثائق الوطنية,1,https://www.osboha180.com/evaluation/books/700b.pdf,كتاب العسكرية الإسلامية فى العصور الوسطى حطين وعين جالوت تأليف قاسم محمد صالح كتاب تاريخى عسكرى يبحث فى العبقرية العسكرية لمن خاضوا معركتى حطين و عين جالوت، يقدم الكاتب بحث كبير فى الرؤى العسكرية و المخططات التى دارت فى تلك المعارك، على الرغم من الإمدادات و الإمكانيات المحدودة عسكريا خلال تلك الفترة مقارنة بالعصر الحديث . إليك كتاب العسكرية الإسلامية فى العصور الوسطى حطين وعين جالوت تأليف قاسم محمد صالح …,1,1
492,التكافل الإجتماعي في الإسلام.,95,4,1,11/28/2022 2:09,4/18/2023 18:04,الإمام محمد أبو زهرة,دار الفكر العربي,1,https://www.osboha180.com/evaluation/books/703b.pdf,"اهتم الإسلام بالمجال الاجتماعي بشكل كبير، وحتى في العبادات؛ نجد الكثير من صور الحث على اجتماع المسلمين، كما ركن الزكاة، وكما في التأكيد على صلاة الجماعة. وكتاب ""التكامل الاجتماعي في الإسلام""، للعلامة الشيخ محمد أبو زهرة، من بين أهم الكتب التي تناولت الجوانب الفقهية والحكم الإلهية من وراء التأكيد على الجوانب التكافلية في الشريعة الإسلامية كأحد أركان بناء المجتمع المسلم. والطبعة التي بين أيدينا من الكتاب، هي الطبعة الأولى التي صدرت له عن ""دار الفكر العربي"" القاهرية، في العام 1974م، وجاءت في 95 صفحة. الكتاب تناول مفهوم التكافل الاجتماعي في الإسلام، ومشتملاته، وأدواره ضمن سياق الأمر بالمعروف والنهي عن المنكر، وكذلك الحياء ومقامه في التكافل الاجتماعي. كما تناول مفاهيم أساسية للقضية التي يتناولها، مثل الفردية والجماعية في الإسلام، والتكافل والتهذيب الديني الاجتماعي، وقضية الحرية الفردية، وحرية الملك وطرق اكتساب الملكية في الإسلام. كما وتناول صور التكافل الاجتماعي في الإسلام، مركزًا على فريضة الزكاة والصدقات.",1,1
495,مفاهيم تربوية حديثة,414,3,2,11/28/2022 2:09,4/5/2023 22:48,د . رياض بن علي الجوادي,دار التجديد للطباعة و النشر و التوزيع,1,https://www.osboha180.com/rack/bookDesc?id=697,"على ضفاف الجدل القائم في العقود الأخيرة حول المدرسة والتّربية والمتعلّم والمدرّس... وُلدت ""مفاهيم جديدة"" هي بمثابة الأواني التي تجتهد في استيعاب المعاني المتدفّقة داخل منظومات اجتماعيّة واقتصاديّة وسياسيّة في مجتمع إنسانيّ يشهد حركيّة عجيبة.
وقد أردت وأنا المثقل بهَمِّ التّربية والمنخرط في هواجسه أن أسهم في بناء الجسور بين ثقافاتنا التربويّة الوطنيّة وبين هذه التّرسانة المفاهيميّة التي لا أتصوّر عاقلا يسمع جلبتها دون أن تحدّثه نفسه بسَبْر أغوارها، تمهيدا لهضمها داخل خصوصيّاتنا الثقافيّة والاقتصاديّة، لتصبح رافدا إيجابيّا وضروريّا لمسيرتنا التّربويّة المتطلّعة إلى مدرسة فعّالة تصنع النّجاح.",1,1
497,من قتل الابداع وكيف يمكن اعادته للحياة,312,3,1,11/28/2022 2:09,4/3/2023 3:21,أندرو جرانت وجايا جرانت,مؤسسة هنداوي,1,https://www.osboha180.com/rack/bookDesc?id=699,"مَنْ قَتَل الإبداعَ؟
أَقَتَلَهُ الإجهاد المفرط في مكتب المدير التّنفيذيّ بسلاح «الإرغام السّاحق»؟ أم قتلته البيروقراطيّة في مكتب الحسابات بِطَعَنَات «السلبيّة الخبيثة»؟
نحتاج مساعدتك لِحَلِّ لُغْز هذه الجريمة الغامضة؛ فالتّفكير الإبداعيّ يتناقص بدرجة مخيفة؛ فما السّبيل إلى اِستعادته؟",1,1
498,"تكنولوجيا الاتصال "" قضايا معاصرة",308,4,2,11/28/2022 2:09,4/19/2023 16:56,شريف درويش اللبان,المدينة برس,1,https://www.osboha180.com/evaluation/books/709b.pdf,"يتضمن الكتاب رؤية نقدية لتكنولوجيا الاتصال، ويعد بمثابة جزء ثان لكتاب سابق للمؤلف (متوفر على الشبكة) وعنوانه: ""تكنولوجيا الاتصال: المخار والتحديات والتأثيرات الاجتماعية"" (2000، ويتعرض الكتاب لمجالات جديدة وقضايا ناشئة أصبحت مثارة في الغرب وتلقي بظلالها على المنطقة العربية، ويحتوي على ستة فصول: 1- تكنولوجيا الاتصال والمرأة 2- تكنولوجيا الاتصال والطفل 3- الأطفال والإنترنت 4- الصحة والسلامة المهنية في بيئة العمل الصحفي 5- تكنولوجيا الاتصال والسياسة 6- التأثيرات السلبية لوسائل الاتصال",1,1
500,الثقافة واجهزتها,68,6,2,11/28/2022 2:09,4/3/2023 1:55,محمد مندو,مؤسسة هنداوي,1,https://www.osboha180.com/evaluation/books/711b.pdf,الإنسان غير قادر على المضيّ قدما دون أن تكون له نظرة شاملة على مايدور حوله والسّبيل إلى ذلك هو تثقيف نفسه بطريقة إيجابية عن طريق وسائل الإعلام الكثيرة  المسموعة والمقروءة لتكون لديه يد بنّاءة في هذا المجتمع على جميع الأصعدة وفي جميع الميادين.,1,1
501,المدرسة النمساوية في الإقتصاد,102,10,2,11/28/2022 2:09,4/21/2023 0:04,إيمون باتلر,مؤسسة هنداوي,1,https://www.osboha180.com/evaluation/books/712b.pdf,"المدرسة النمساوية في الاقتصاد – إيمون باتلر كتاب بسيط يستعرض آراء وأفكار المدرسة النمساوية في الاقتصاد التي بدأت بنشر كتاب ""مبادئ علم الاقتصاد"" لكارل منجر في جامعة فيينا.لسنوات عدة والمدرسة النمساوية في الاقتصاد مهمشة، لكن من الرائع أن نراها وهي تزداد شعبية بينما صار المزيد من الناس ينظر بعين النقد إلى الطريقة التي تعاملت بها الحكومات والبنوك المركزية مع أموالنا. إن اقتصاديي المدرسة النمساوية هم من منحونا أفكارًا على غرار المنفعة الحدية، وتكلفة الفرصة، وأهمية عنصري الوقت والجهل في تشكيل الخيارات البشرية، والأسواق والأسعار وأنظمة الإنتاج التي تنبع من هذه الخيارات. وبين دفتي هذا الكتاب يشرح إيمون باتلر هذه الأفكار بلغة بسيطة غير متخصصة، جاعلًا من هذه المقدمة الموجزة المدخل المثالي لأي شخص يريد أن يستوعب أهم الأفكار التي أنتجتها لنا المدرسة النمساوية في الاقتصاد.كتاب بسيط يستعرض آراء وأفكار المدرسة النمساوية في الاقتصاد التي بدأت بنشر كتاب ""مبادئ علم الاقتصاد"" لكارل منجر في جامعة فيينا يستهل الكاتب هذا الكتاب بالحديث عن تاريخ المدرسة النمساوية ونهجها والمبادئ الرئيسية للاقتصاد النمساوي، ومن ثم ينتقل للحديث بشكل سطحي ومبسط عن آراء المدرسة النمساوية في كل من القيمة، الأسعار، التكاليف، الربح، المنافسة، الوقت والإنتاج، رأس المال والفائدة، الدورة الاقتصادية ومشكلة النقود وفي نهاية الكتاب يتحدث الكاتب عن عيوب الإشتراكية ويفرد فصلاً للحديث عن الليبرالية من منظور المدرسة النمساوية ويختم الكاتب باستعراض أهم الانتقادات الموجهة للنهج النمساوي وأهمية المدرسة النمساوية اليوم. كتاب بسيط جداً يصلح للمبتدئين في علم الاقتصاد أو للأشخاص الذين يرغبون بالاطلاع على أفكار هذه المدرسة ونهجها وخاصة أنها تعد من أهم المدارس الاقتصادية",1,1
502,خطأ في السعر,300,10,2,11/28/2022 2:09,4/21/2023 0:03,سارة ماكسويل,مؤسسة هنداوي,1,https://www.osboha180.com/evaluation/books/713b.pdf,تؤثِّر قضيةُ عدالة الأسعار فينا جميعًا، سواءٌ أكنا مستهلكين أم تجارًا. وعلى الرغم من التعبير المستمر عن القلق بشأن التسعير العادل، لم يتناول أحدٌ هذا الموضوعَ بالعمق اللازم. وبوصفها رائدةً في هذا المجال، تُطلِعنا المؤلِّفة من خلال هذا الكتاب المشوِّق على أفكارها المتبصِّرة بشأن هذه القضية، وتتحرَّى الأساسَيْن النفسي والاجتماعي للتسعير العادل، وتوضِّح الكيفيةَ التي تؤثِّر بها ممارساتُ التسعير على حياتنا اليومية؛ من الهواتف المحمولة وتذاكر الطيران وحتى الوقود والعقاقير الطبية. تُلقِي المؤلِّفة الضوءَ على قضية التسعير العادل وتدعم الأبحاثَ التي أجرَتْها بالأمثلةِ، والتقاريرِ الموثوقة، ومساهماتِ أشخاصٍ لمسوا بأنفسهم التكلفةَ الحقيقية للتسعير الجائر,1,1
503,قوة الاقتصاد,310,10,2,11/28/2022 2:09,4/21/2023 0:02,مارك سكاوزن,مؤسسة هنداوي,1,https://www.osboha180.com/evaluation/books/714b.pdf,كتاب قوة الإقتصاد تأليف الكاتب مارك سكاوزن يُقدِّم هذا الكتاب نصائحَ عمليةً حول الأمور المالية الشخصية — العوائد والادِّخار والاستثمار والتقاعُد — بِناءً على الإسهامات الباهرة التي قدَّمها الاختصاصيون في مجال الاقتصاد السلوكي. يُسلِّط الكتابُ الضوءَ أيضًا على الاكتشافات المهمة التي تحقَّقت على يد الاقتصاديين لحلِّ مشكلاتٍ محلِّية؛ مثل اختناق الطرق، والرعاية الصحية، والتعليم الحكومي، والجريمة، وقضايا أخرى تتصدَّر قائمةَ القضايا العامة. كما يتناول الكتاب كيف يعمل الاقتصاديون بنجاحٍ لحلِّ مشكلاتٍ عالميةٍ عدَّة؛ من الاحتباس الحراري إلى الحروب الدينية. وبنظرةٍ إلى المستقبل، يستكشف الكتابُ أيضًا أيُّ نوعٍ من الفلسفة الاقتصادية الديناميكية الجديدة سوف يُهيمن على الألفيَّة الجديدة. باستخدام القرَّاء لهذا الكتاب كدليلٍ لهم، سوف يَحظَوْن بفَهْمٍ قويٍّ لتأثير علم الاقتصاد، والكيفية التي يمكن أن يُستغَلَّ بها لتحسين العالَم الذي نعيش فيه .,1,1
504,التجارة الالكترونية والفكر المحاسبي,100,10,1,11/28/2022 2:09,4/20/2023 23:33,محمد عادل عبد العزيز,شركة الوسيط التجاري,1,https://www.osboha180.com/evaluation/books/715b.pdf,"في ظل التطور الهائل الذي يلحق بركب الأعمال بمختلف مجالاتها, وثورة المعلومات والعولمة القائمة على تحرير تجارة السلع والخدمات، وإزالة القيود الجمركية والحدود الاقتصادية للدول, وتحويل الأسواق المحلية إلى سوق عالمية مفتوحة، وظهور التجارة الإلكترونية معتمدة علي شبكة المعلومات الدولية في دعم ومساندة التجارة العالمية, قد خلق تحديات جديدة للفكر المحاسبي؛",1,1
505,لكنود,216,1,1,11/28/2022 2:09,4/21/2023 2:39,إسلام جمال,دار زحمة كتاب للنشر,1,https://www.osboha180.com/evaluation/books/716b.pdf,سعيد، بل سعيدٌ جدًّا، فقط لأنك تسمع .. لا لسببٍ آخر؟ هل حدّثت نفسَك من قبل مواجهًا ذلك الهَمّ الذي يُطاردك مُذكِّرًا إيّاها بأنك تمتلك مُقلتين في وجهك مُلك الأرض كلها لا يُعادلهما؟ أكثر من نصف سكان الكوكب عادية حياتك هي لهم تحديات وتحدياتك لهم مُسلّمات يعيشونها كل يوم توافهك لهم أحلام وأحلامهم أنت عشتها حتى مللتها !!فهلّا حمدت,1,1
